Plan de Tracking,,,,,
,,,,,
,,,,,
,,,,,
"⚠️ Priorité des événements 

Devis - Classic - Step 1 - Infos,L’utilisateur sélectionne la demande de devis classique dans le parcours Devis.,"dataLayer.push({
    'event': 'devis_classic_step1',
    'ecommerce': {
        'value': %Montant total TTC%,
        'currency': '%Devise%',
        'items': [
            {
                'item_id': '%ID du produit%',
                'item_name': '%Nom du produit%',
                'item_category': '%Destination du voyage%',
                'item_category2': '%Voyage Groupe / Individuel%',
                'item_category3': '%Période du voyage%',
                'item_category4': '%Expérience du voyage%',
                'item_category5': '%Thématique%',
                'price': %Prix net par unité (incluant les réductions)%,
                'discount': %Réduction appliquée par unité%
            }
        ]
    }
})
","dataLayer.push({
    'event': 'devis_classic_step1',
    'ecommerce': {
        'value': 1320,
        'currency': 'EUR',
        'items': [
            {
                'item_id': 'item123',
                'item_name': 'Immersion hivernale au cœur des Pyrénées',
                'item_category': 'France',
                'item_category2': 'Groupe',
                'item_category3': 'Février',
                'item_category4': 'Explorer à pied',
                'item_category5': 'Séjours chez l’habitant',
                'price': 660,
                'discount': 10
            }
        ]
    }
})
",❌ KO,
Devis - Classic - Step 2 - Détails,L’utilisateur complète les détails de son voyage dans le parcours Devis.,"dataLayer.push({
    'event': 'devis_classic_step2',
    'ecommerce': {
        'value': %Montant total TTC%,
        'currency': '%Devise%',
        'items': [
            {
                'item_id': '%ID du produit%',
                'item_name': '%Nom du produit%',
                'item_category': '%Destination du voyage%',
                'item_category2': '%Voyage Groupe / Individuel%',
                'item_category3': '%Période du voyage%',
                'item_category4': '%Expérience du voyage%',
                'item_category5': '%Thématique%',
                'price': %Prix net par unité (incluant les réductions)%,
                'discount': %Réduction appliquée par unité%
            }
        ]
    }
})
","dataLayer.push({
    'event': 'devis_classic_step2',
    'ecommerce': {
        'value': 1320,
        'currency': 'EUR',
        'items': [
            {
                'item_id': 'item123',
                'item_name': 'Immersion hivernale au cœur des Pyrénées',
                'item_category': 'France',
                'item_category2': 'Groupe',
                'item_category3': 'Février',
                'item_category4': 'Explorer à pied',
                'item_category5': 'Séjours chez l’habitant',
                'price': 660,
                'discount': 10
            }
        ]
    }
})
",❌ KO,
Devis - Classic - Confirmation,L’utilisateur confirme sa demande de devis dans le parcours Devis.,"dataLayer.push({
    'event': 'devis_classic_confirmation',
    'optin_newsletter': '%Si l’utilisateur a coché la case Inscription Newsletter ou non.%',
    'user_data': {
        'user_id': '%ID de l’utilisateur%',
        'user_mail': '%Mail de l’utilisateur%',
        'user_phone': '%Téléphone de l’utilisateur%',
        'user_country': '%Pays de l’utilisateur (basé sur l’indicatif téléphone)%'
    },
    'ecommerce': {
        'value': %Montant total TTC%,
        'currency': '%Devise%',
        'items': [
            {
                'item_id': '%ID du produit%',
                'item_name': '%Nom du produit%',
                'item_category': '%Destination du voyage%',
                'item_category2': '%Voyage Groupe / Individuel%',
                'item_category3': '%Période du voyage%',
                'item_category4': '%Expérience du voyage%',
                'item_category5': '%Thématique%',
                'price': %Prix net par unité (incluant les réductions)%,
                'discount': %Réduction appliquée par unité%
            }
        ]
    }
})
","dataLayer.push({
    'event': 'devis_classic_confirmation',
    'optin_newsletter': 'true / false',
    'user_data': {
        'user_id': 'user123',
        'user_mail': 'user@gmail.com',
        'user_phone': '33612345678',
        'user_country': 'France'
    },
    'ecommerce': {
        'value': 1320,
        'currency': 'EUR',
        'items': [
            {
                'item_id': 'item123',
                'item_name': 'Immersion hivernale au cœur des Pyrénées',
                'item_category': 'France',
                'item_category2': 'Groupe',
                'item_category3': 'Février',
                'item_category4': 'Explorer à pied',
                'item_category5': 'Séjours chez l’habitant',
                'price': 660,
                'discount': 10
            }
        ]
    }
})
",❌ KO,
Devis - RDV - Step 1 - Infos,L’utilisateur sélectionne la prise de RDV dans le parcours Devis.,"dataLayer.push({
    'event': 'devis_rdv_step1',
    'ecommerce': {
        'value': %Montant total TTC%,
        'currency': '%Devise%',
        'items': [
            {
                'item_id': '%ID du produit%',
                'item_name': '%Nom du produit%',
                'item_category': '%Destination du voyage%',
                'item_category2': '%Voyage Groupe / Individuel%',
                'item_category3': '%Période du voyage%',
                'item_category4': '%Expérience du voyage%',
                'item_category5': '%Thématique%',
                'price': %Prix net par unité (incluant les réductions)%,
                'discount': %Réduction appliquée par unité%
            }
        ]
    }
})
","dataLayer.push({
    'event': 'devis_rdv_step1',
    'ecommerce': {
        'value': 1320,
        'currency': 'EUR',
        'items': [
            {
                'item_id': 'item123',
                'item_name': 'Immersion hivernale au cœur des Pyrénées',
                'item_category': 'France',
                'item_category2': 'Groupe',
                'item_category3': 'Février',
                'item_category4': 'Explorer à pied',
                'item_category5': 'Séjours chez l’habitant',
                'price': 660,
                'discount': 10
            }
        ]
    }
})
",❌ KO,
Devis - RDV - Step 2 - Détails,L’utilisateur sélectionne un créneau de RDV dans le parcours Devis.,"dataLayer.push({
    'event': 'devis_rdv_step2',
    'ecommerce': {
        'value': %Montant total TTC%,
        'currency': '%Devise%',
        'items': [
            {
                'item_id': '%ID du produit%',
                'item_name': '%Nom du produit%',
                'item_category': '%Destination du voyage%',
                'item_category2': '%Voyage Groupe / Individuel%',
                'item_category3': '%Période du voyage%',
                'item_category4': '%Expérience du voyage%',
                'item_category5': '%Thématique%',
                'price': %Prix net par unité (incluant les réductions)%,
                'discount': %Réduction appliquée par unité%
            }
        ]
    }
})
","dataLayer.push({
    'event': 'devis_rdv_step2',
    'ecommerce': {
        'value': 1320,
        'currency': 'EUR',
        'items': [
            {
                'item_id': 'item123',
                'item_name': 'Immersion hivernale au cœur des Pyrénées',
                'item_category': 'France',
                'item_category2': 'Groupe',
                'item_category3': 'Février',
                'item_category4': 'Explorer à pied',
                'item_category5': 'Séjours chez l’habitant',
                'price': 660,
                'discount': 10
            }
        ]
    }
})
",❌ KO,
Devis - RDV - Confirmation,L’utilisateur confirme une prise de RDV dans le parcours Devis.,"dataLayer.push({
    'event': 'devis_rdv_confirmation',
    'user_data': {
        'user_id': '%ID de l’utilisateur%',
        'user_mail': '%Mail de l’utilisateur%',
        'user_phone': '%Téléphone de l’utilisateur%',
        'user_country': '%Pays de l’utilisateur (basé sur l’indicatif téléphone)%'
    },
    'ecommerce': {
        'value': %Montant total TTC%,
        'currency': '%Devise%',
        'items': [
            {
                'item_id': '%ID du produit%',
                'item_name': '%Nom du produit%',
                'item_category': '%Destination du voyage%',
                'item_category2': '%Voyage Groupe / Individuel%',
                'item_category3': '%Période du voyage%',
                'item_category4': '%Expérience du voyage%',
                'item_category5': '%Thématique%',
                'price': %Prix net par unité (incluant les réductions)%,
                'discount': %Réduction appliquée par unité%
            }
        ]
    }
})
","dataLayer.push({
    'event': 'devis_rdv_confirmation',
    'user_data': {
        'user_id': 'user123',
        'user_mail': 'user@gmail.com',
        'user_phone': '33612345678',
        'user_country': 'France'
    },
    'ecommerce': {
        'value': 1320,
        'currency': 'EUR',
        'items': [
            {
                'item_id': 'item123',
                'item_name': 'Immersion hivernale au cœur des Pyrénées',
                'item_category': 'France',
                'item_category2': 'Groupe',
                'item_category3': 'Février',
                'item_category4': 'Explorer à pied',
                'item_category5': 'Séjours chez l’habitant',
                'price': 660,
                'discount': 10
            }
        ]
    }
})
",❌ KO,
Devis - Sur Mesure - Step 1 - Infos,L’utilisateur sélectionne le devis sur-mesure dans le parcours Devis.,"dataLayer.push({
    'event': 'devis_surmesure_step1',
    'ecommerce': {
        'value': %Montant total TTC%,
        'currency': '%Devise%',
        'items': [
            {
                'item_id': '%ID du produit%',
                'item_name': '%Nom du produit%',
                'item_category': '%Destination du voyage%',
                'item_category2': '%Voyage Groupe / Individuel%',
                'item_category3': '%Période du voyage%',
                'item_category4': '%Expérience du voyage%',
                'item_category5': '%Thématique%',
                'price': %Prix net par unité (incluant les réductions)%,
                'discount': %Réduction appliquée par unité%
            }
        ]
    }
})
","dataLayer.push({
    'event': 'devis_surmesure_step1',
    'ecommerce': {
        'value': 1320,
        'currency': 'EUR',
        'items': [
            {
                'item_id': 'item123',
                'item_name': 'Immersion hivernale au cœur des Pyrénées',
                'item_category': 'France',
                'item_category2': 'Groupe',
                'item_category3': 'Février',
                'item_category4': 'Explorer à pied',
                'item_category5': 'Séjours chez l’habitant',
                'price': 660,
                'discount': 10
            }
        ]
    }
})
",❌ KO,
Devis - Sur Mesure - Confirmation,L’utilisateur confirme l’envoi du devis sur-mesure dans le parcours Devis.,"dataLayer.push({
    'event': 'devis_surmesure_confirmation',
    'user_data': {
        'user_id': '%ID de l’utilisateur%',
        'user_mail': '%Mail de l’utilisateur%',
        'user_phone': '%Téléphone de l’utilisateur%',
        'user_country': '%Pays de l’utilisateur (basé sur l’indicatif téléphone)%'
    },
    'ecommerce': {
        'value': %Montant total TTC%,
        'currency': '%Devise%',
        'items': [
            {
                'item_id': '%ID du produit%',
                'item_name': '%Nom du produit%',
                'item_category': '%Destination du voyage%',
                'item_category2': '%Voyage Groupe / Individuel%',
                'item_category3': '%Période du voyage%',
                'item_category4': '%Expérience du voyage%',
                'item_category5': '%Thématique%',
                'price': %Prix net par unité (incluant les réductions)%,
                'discount': %Réduction appliquée par unité%
            }
        ]
    }
})
","dataLayer.push({
    'event': 'devis_surmesure_confirmation',
    'user_data': {
        'user_id': 'user123',
        'user_mail': 'user@gmail.com',
        'user_phone': '33612345678',
        'user_country': 'France'
    },
    'ecommerce': {
        'value': 1320,
        'currency': 'EUR',
        'items': [
            {
                'item_id': 'item123',
                'item_name': 'Immersion hivernale au cœur des Pyrénées',
                'item_category': 'France',
                'item_category2': 'Groupe',
                'item_category3': 'Février',
                'item_category4': 'Explorer à pied',
                'item_category5': 'Séjours chez l’habitant',
                'price': 660,
                'discount': 10
            }
        ]
    }
})
",❌ KO,
Newsletter,L’utilisateur s’inscrit à la newsletter.,"dataLayer.push({
    'event': 'newsletter',
    'user_data': {
        'user_mail': '%Mail de l’utilisateur%'
    }
})
","dataLayer.push({
    'event': 'newsletter',
    'user_data': {
        'user_mail': 'user@gmail.com'
    }
})
",❌ KO,
Clic FAQ,L’utilisateur clique sur un accordéon de type FAQ.,"dataLayer.push({
    'event': 'clic_faq',
    'question': '%Nom de la question%'
})
","dataLayer.push({
    'event': 'clic_faq',
    'question': 'Où vais-je dormir ?'
})
",❌ KO,
Clic CTA,L’utilisateur clique sur un CTA*.,"dataLayer.push({
    'event': 'clic_cta',
    'cta_id': '%ID du CTA%',
    'cta_label': '%Texte du CTA%',
    'cta_url': '%URL de redirection du CTA%'
})
","dataLayer.push({
    'event': 'clic_cta',
    'cta_id': 'cta123',
    'cta_label': 'Prendre RDV',
    'cta_url': 'https://odysway.com/calendly'
})
",❌ KO,
Clic Social Media,L’utilisateur clique sur une icône des réseaux sociaux.,"dataLayer.push({
    'event': 'clic_social_media',
    'social_media': '%Nom du réseau social%'
})
","dataLayer.push({
    'event': 'clic_social_media',
    'social_media': 'TikTok'
})
",❌ KO,
Clic Partage,L’utilisateur clique sur le lien de partage.,"dataLayer.push({
    'event': 'clic_partage'
})
","dataLayer.push({
    'event': 'clic_partage'
})
",❌ KO,
Voir photos,L’utilisateur clique sur les photos du voyage.,"dataLayer.push({
    'event': 'voir_photos'
})
","dataLayer.push({
    'event': 'voir_photos'
})
",❌ KO,
Scroll,"L’utilisateur scroll sur la page - 25,50,75,100",Géré depuis GTM,Géré depuis GTM,❌ KO,
